0.04	0.2248	0.0024	0.001	0.0044	100	98	748	11.2	55.8
0.06	0.1606	0.027	0.011	0.011	96.3	13.9	20.9	4.08	16.7
2.4	0.2576	0.09	0.02	0.11	138	57	503	3.62	2.33
0.35	0.72	0.15	0.08	0.25	361	224	1221	7.71	13
0.14	0.5465	9.1	1.12	1.29	677	141	200	2.8	7.48
0.12	0.287	0.433	0.053	0.053	438	148	561	6.12	17.7
4.4	0.1254	2.4	0.4	0.4	340	96	241	2.4	1.14
0.33	1.131	32.7	4.9	4.9	1321	439	1379	3.27	5.7
0.26	0.4377	3.82	0.63	0.73	909	191	260	5.32	10.4
0.77	0.111	0.168	0.029	0.029	970	209	298	19.8	22.6
0.07	0.4095	0.024	0.006	0.006	761	264	648	33.8	127.9
0.19	0.827	4.23	0.72	0.72	731	287	895	4.11	9.42
0.17	0.904	0.475	0.071	0.071	229	76	859	3.08	7.48
0.65	0.923	6.4	1.1	1.1	1060	215	285	5.05	6.26
0.27	0.457	0.016	0.003	0.003	119.5	7.3	7.3	6.21	11.84
0.56	0.8	1.13	0.44	0.44	666	261	675	6.34	8.48
1.15	0.2187	0.0104	0.0016	0.0016	177	85	85	11	10.3
1.3	0.384	0.591	0.025	0.025	875	287	790	10.8	9.47
0.27	0.495	3.2	1.47	6.59	2228	1308	12723	14	26.9
0.86	0.122	0.66	0.1	0.1	658	123	293	7.77	8.38
0.16	3.05	24.4	2.2	2.2	5690	4321	9060	15.9	39.6
0.49	1.61	283	15	15	5116	339	392	5.35	7.64
0.51	0.903	54.6	2.1	2.1	7955	343	343	16.1	22.5
0.24	0.096	0.0418	0.0058	0.0058	711	167	238	25.3	51.7
0.27	0.915	7.8	1	1	547	84	84	2.41	4.63
0.09	0.408	0.47	0.06	0.06	708	69	69	9.58	31.9
0.13	0.452	0.75	0.03	0.03	706	116	116	7.92	22
0.3	0.718	6.51	0.36	0.36	1014	96	110	4.79	8.75
2.8	0.805	15.2	2.9	2.9	1924	451	767	6.48	3.87
0.18	2.211	8.9	3.4	3.4	1350	450	450	5.63	13.3
0.16	0.356	1.96	0.1	0.1	823	71	83	6.29	15.7
0.9	0.71	0.69	0.03	0.03	202	51	51	2.35	2.48
0.14	2.67	26.4	1.2	1.2	4844	1068	1068	13.07	35.42
0.07	0.959	0.1	0.02	0.02	86.2	15.7	15.7	2.17	8.18
0.22	0.351	0.044	0.003	0.003	60	22	22	2.08	4.41
0.19	0.596	0.068	0.011	0.011	151	14	14	4.45	10.26
0.02	0.1343	0.0047	0.0006	0.0006	35	24	24	3.02	21.7
0.8	0.46	0.19	0.04	0.04	190	73	220	3.69	4.13
0.58	1.394	0.32	0.06	0.06	286	84	84	4.5	5.9
0.14	1	52.3	1.9	1.9	1835	94	99	3.77	10.2
0.58	1.717	93	18	18	3853	973	1429	6.29	8.26
0.13	0.483	0.4	0.15	0.14	1247	531	531	18	49.9
0.41	0.16	0.12	0.02	0.02	97.4	22	22	2.28	3.55
0.14	0.454	1.86	0.98	0.32	1428	313	346	11.1	29.8
#0.5	0.00968	4.7	0.7	0.7	65.6	14.1	35.3	35.3	50
