20.3	3.14	183.5	1.1	1.1	913	110	110	1.14	0.25
2.7	1.32	55.5	1.3	1.3	250.6	7	7	0.5	0.31
1.21	3.293	84.8	5.1	5.1	537	47	60	0.91	0.83
16.2	1.21	27.1	0.25	0.25	313	21	21	0.84	0.21
1.91	0.573	2.1	0.22	0.22	231	44	44	1.72	1.24
9.5	2.33	509.5	1.2	1.2	980	53	53	0.81	0.26
23.5	2.993	331	59	78	763	172	303	0.75	0.16
3	1.3195	22.9	1.2	1.2	322	21	23	0.92	0.53
9.7	1.452	24.57	0.35	0.35	446	85	85	1.24	0.4
29.4	0.915	8.59	0.08	0.08	343	52	52	1.45	0.27
11.4	2.087	619	45	45	704	68	71	0.54	0.16
5.3	1.5169	19.94	0.18	0.18	568	74	74	1.72	0.75
3.7	1.758	768	21	21	965	28	28	0.68	0.35
96.2	0.593	12.56	0.69	0.69	151	13	14	0.55	0.06
6.9	2.06	1164	62	62	1141	95	104	0.68	0.26
63.7	3.139	653	129	162	397	91	232	0.3	0.04
1.09	0.807	8.78	0.78	0.78	108	13	11	0.45	0.43
37.6	0.313	2	0.11	0.11	323	32	47	2.45	0.4
36.7	0.282	1	0.13	0.15	128	23	37	1.28	0.21
63.2	0.755	155	12	12	765	126	188	1.02	0.13
17.1	2.33	1127	94	94	566	37	43	0.34	0.08
64.8	0.81	33	4.1	4.1	313	58	105	0.77	0.1
3.7	1.423	2.88	0.37	0.37	82	17	17	0.54	0.28
17.1	3.5	58.5	3.5	3.5	255	41	41	0.5	0.12
55.7	0.972	870	66	66	1284	308	454	0.86	0.12
93.6	2.38	55.6	3.6	3.6	222	55	55	0.45	0.05
13.1	1.17	1130	100	100	625	59	63	0.38	0.1
15.8	0.367	253	3.4	3.4	755	19	19	0.83	0.21
8.7	1.406	5101	62	62	1374	26	29	0.45	0.15
14.9	3.332	389	14	14	1022	82	95	0.94	0.24
75.8	0.736	26.95	0.36	0.36	131.7	4.9	4.9	0.35	0.04
6.5	2.823	82	12	12	864	302	1021	1.48	0.58
10	2.013	83	11	11	871	220	220	1.49	0.47
13.5	2.708	680	97	97	604	104	137	0.45	0.12
51	1.549	130	7.6	7.6	176	18	15	0.25	0.04
21.9	0.645	7.83	0.06	0.06	352	37	37	1.55	0.33
6.1	0.1475	0.116	0.008	0.008	71	19.3	19.3	1.68	0.68
7	1.968	9.24	0.97	0.97	218	100	100	0.9	0.34
6.5	3.645	170	40	40	1147	399	771	1.47	0.58
34.8	2.53	3184.3	2.1	2.1	1810	34	34	0.72	0.12
12.9	1.329	47	6	6	512	112	168	1.1	0.31
14.5	0.557	9.15	0.05	0.05	226	18	18	0.93	0.25
7.6	2.01	180	20	20	467	66	93	0.59	0.21
13.6	0.886	8.65	0.06	0.06	180	25	25	0.76	0.21
116.7	0.3285	180	5.5	5.5	227.2	8	9.3	0.29	0.03
183.7	0.0368	0.0218	0.005	0.0063	125	37	141	5.78	0.43
23.6	2.409	89.4	1.3	1.3	694	12	12	1.15	0.24
6.4	1.409	9.72	0.78	0.78	205	34	34	0.83	0.33
3.1	2.248	230	36	36	994	127	162	1.13	0.64
70	1.998	46.9	4.3	4.3	146	28	28	0.31	0.04
22.1	1.1175	30.4	0.3	0.3	372	105	105	0.95	0.2
29.6	0.654	339.7	0.1	0.1	1052	26	26	1.02	0.19
15.5	0.117	2.33	0.1	0.1	108	7	8	0.77	0.2
130	1.096	3700	161	161	977	57	61	0.37	0.03
6.6	2.938	828	107	116	1461	205	225	0.99	0.39
28	1.505	110	20	20	120	68	35	0.18	0.04
120	0.45	100	5	5	220	9	9	0.35	0.03
27.6	1.859	99.6	15.5	22.5	489	120	257	0.78	0.15
120	0.4245	270.3	2.4	2.4	929.3	9.4	9.4	0.99	0.09
